S.No.,District Name,Police Station Name,Code
978,GORAKHPUR,NAUTANAWA (MAHARAJGANJ),32
979,GORAKHPUR,PIPIGANJ,24
980,GORAKHPUR,PIPRAICH,25
981,GORAKHPUR,R.P.F POST WORKSHOP,37
982,GORAKHPUR,R.P.F. POST CHHAWANI,35
983,GORAKHPUR,RAJGHAT,5
984,GORAKHPUR,RAMGARH TAAL,1487
985,GORAKHPUR,SAHJANAWA,12
986,GORAKHPUR,SHAHPUR,6
987,GORAKHPUR,SIKARIGANJ,26
988,GORAKHPUR,TIWARIPUR,4
989,GORAKHPUR,URUWA,27
990,HAMIRPUR,BINWAR,922
991,HAMIRPUR,CHIKASI,923
992,HAMIRPUR,JALALPUR,924
993,HAMIRPUR,JARIA,925
994,HAMIRPUR,KHANNA,926
995,HAMIRPUR,KOTWALI NAGAR,927
996,HAMIRPUR,KURARA,928
997,HAMIRPUR,LALPURA,929
998,HAMIRPUR,MAHILA THANA,6169
999,HAMIRPUR,MAJHGAWAN,930
1000,HAMIRPUR,MAUDAHA,931
1001,HAMIRPUR,MUSKARA,932
1002,HAMIRPUR,RATH,933
1003,HAMIRPUR,SISOLAR,934
1004,HAMIRPUR,SUMERPUR,935
1005,HAPUR,ANTI POWER THEFT THANA HAPUR,6170
1006,HAPUR,BABUGARH,890
1007,HAPUR,BAHADUR GARAH,891
1008,HAPUR,DHAULANA,895
1009,HAPUR,GARH MUKTESHWAR,896
1010,HAPUR,HAFIZPUR,898
1011,HAPUR,HAPUR DEHAT,899
1012,HAPUR,HAPUR KOTWALI,900
1013,HAPUR,MAHILA THANA HAPUR,6169
1014,HAPUR,PILAKHUWA,916
1015,HAPUR,SIMBHAWALI,919
1016,HARDOI,ANTI HUMAN TRACKING UNIT,1488
1017,HARDOI,ARBAL,936
1018,HARDOI,ATRAULI,937
1019,HARDOI,BAGHAULI,938
1020,HARDOI,BEHTA GOKUL,939
1021,HARDOI,BENIGANJ,940
1022,HARDOI,BILGRAM,941
1023,HARDOI,GRP HARDOI,1487
1024,HARDOI,HARIYAWAN,942
1025,HARDOI,HARPALPUR,943
1026,HARDOI,KACHHAUNA,944
1027,HARDOI,KOTWALI CITY,945
1028,HARDOI,KOTWALI DEHAT,946
1029,HARDOI,LONAR,947
1030,HARDOI,MADHOGANJ,948
1031,HARDOI,MAHILA THANA,1486
1032,HARDOI,MALLAWAN,949
1033,HARDOI,MANJHILA,950
1034,HARDOI,PALI,951
1035,HARDOI,PANCHDEORA,952
1036,HARDOI,PIHANI,953
1037,HARDOI,QASIMPUR,954
1038,HARDOI,SANDI,955
1039,HARDOI,SANDILA,956
1040,HARDOI,SHAHBAD,957
1041,HARDOI,SURSA,958
1042,HARDOI,TANDIAWAN,959
1043,HATHRAS,ANTI POWER THEFT THANA HATHRAS,1486
1044,HATHRAS,CHANDPA,960
1045,HATHRAS,GRP HATHRAS CITY,1487
1046,HATHRAS,HASSAIN,961
1047,HATHRAS,HATHRAS,962
1048,HATHRAS,HATHRAS GATE,963
1049,HATHRAS,HATHRAS JUNCTION,964
1050,HATHRAS,IGLAS,965
1051,HATHRAS,MAHILA THANA,1488
1052,HATHRAS,MURSAN,966
1053,HATHRAS,SADABAD,967
1054,HATHRAS,SAHPAU,968
1055,HATHRAS,SASNI,969
1056,HATHRAS,SIKANDRA RAO,970
1057,JALAUN,AIT,971
1058,JALAUN,ATA,972
1059,JALAUN,CHURKHI,973
1060,JALAUN,DAKAUR,974
1061,JALAUN,GOHAN,975
1062,JALAUN,JALAUN,976
1063,JALAUN,KADAURA,977
1064,JALAUN,KAILIA,978
1065,JALAUN,KALPI,979
1066,JALAUN,KONCH,980
1067,JALAUN,KOTAR,981
1068,JALAUN,KOTWALI ORAI,982
1069,JALAUN,KUTHAUND,983
1070,JALAUN,MADHOGARH,984
1071,JALAUN,NADIGAON,985
1072,JALAUN,RAMPURA,986
1073,JALAUN,RENDHAR,987
1074,JALAUN,SIRSA KALAR,988
1075,JAUNPUR,BAGHICHGHAT,5850
1076,JAUNPUR,BANKATA,5851
1077,JAUNPUR,BARHAJ,5852
1078,JAUNPUR,BHALUANI,5853
1079,JAUNPUR,BHATNI,5854
1080,JAUNPUR,BHATPAR RANI,5855
1081,JAUNPUR,GAURI BAZAR,5856
1082,JAUNPUR,IKAUNA,5857
1083,JAUNPUR,KHAMPAR,5858
1084,JAUNPUR,KHUKHUNDU,5859
1085,JAUNPUR,KOTWALI,5860
1086,JAUNPUR,LAR,5861
1087,JAUNPUR,MADAN PUR,5862
1088,JAUNPUR,MAIL,5863
1089,JAUNPUR,RAMPUR KAR KHANA,5864
1090,JAUNPUR,RUDRAPUR,5865
1091,JAUNPUR,SALEMPUR,5866
1092,JAUNPUR,G.R.P. JAUNPUR,5867
1093,JAUNPUR,BADLAPUR,5965
1094,JAUNPUR,BAKSA,5966
1095,JAUNPUR,BARSATHI,5967
1096,JAUNPUR,CHANDAWAK,5968
1097,JAUNPUR,GAURA BADSHAHPUR,5969
1098,JAUNPUR,JALALPUR,5970
1099,JAUNPUR,KERAKAT,5971
1100,JAUNPUR,KHETA SARAI,5972
1101,JAUNPUR,KHUTHAN,5973
1102,JAUNPUR,KOTWALI,5974
1103,JAUNPUR,LINE BAZAR,5975
1104,JAUNPUR,MACHHALI SHAHAR,5976
1105,JAUNPUR,MAHARAJ GANJ,5977
1106,JAUNPUR,MARIYAHUN,5978
1107,JAUNPUR,MEERGANJ,5979
1108,JAUNPUR,MUGRA BADSHAHPUR,5980
1109,JAUNPUR,NEWARIA,5981
1110,JAUNPUR,PAWARA,5982
1111,JAUNPUR,RAMPUR,5983
1112,JAUNPUR,SARAI KHWAJA,5984
1113,JAUNPUR,SARPATAHA,5985
1114,JAUNPUR,SHAHGANJ,5986
1115,JAUNPUR,SIGRA MAU,5987
1116,JAUNPUR,SIKRARA,5988
1117,JAUNPUR,SUJANGANJ,5989
1118,JAUNPUR,SURERI,5990
1119,JAUNPUR,ZAFRABAD,5991
1120,JAUNPUR,MARIYAHUN,6169
1121,JAUNPUR,MAHILA THANA,6170
1122,JAUNPUR,ANTI-HUMAN TRAFFICKING UNIT,6171
1123,JHANSI,ANTI POWER THEFT THANA JHANSI,1488
1124,JHANSI,ANTI-HUMAN TRAFFICKING UNIT,1487
1125,JHANSI,BABINA,989
1126,JHANSI,BARAGAON,990
1127,JHANSI,BARWA SAGAR,991
1128,JHANSI,CHIRGAON,992
1129,JHANSI,CYBER CRIME P.S. JHANSI,1489
1130,JHANSI,ERICH,993
1131,JHANSI,GAROTHA,994
1132,JHANSI,GRP JHANSI,1490
1133,JHANSI,GUR SARAI,995
1134,JHANSI,JHANSI-SECTOR (VIGILANCE ESTT.),1491
1135,JHANSI,KAKARWAI,996
1136,JHANSI,KATERA,997
1137,JHANSI,KOTWALI,998
1138,JHANSI,LEHCHURA,999
1139,JHANSI,MAHILA THANA,1486
1140,JHANSI,MAURANIPUR,1000
1141,JHANSI,MOTH,1001
1142,JHANSI,NAWABAD,1002
1143,JHANSI,POONCH,1003
1144,JHANSI,PREM NAGAR,1004
1145,JHANSI,RAKSA,1005
1146,JHANSI,SADAR BAZAR,1006
1147,JHANSI,SAKRAR,1007
1148,JHANSI,SAMTHAR,1008
1149,JHANSI,SHAHJHANPUR,1009
1150,JHANSI,SIPRI BAZAR,1010
1151,JHANSI,TEHRAULI,1011
1152,JHANSI,TODI FATEHPUR,1012
1153,JHANSI,ULDAN,1013
1154,JYOTIBA PHULE NAGAR (AMROHA),ADAMPUR,1014
1155,JYOTIBA PHULE NAGAR (AMROHA),AMROHA DEHAT,1015
1156,JYOTIBA PHULE NAGAR (AMROHA),AMROHA NAGAR,1016
1157,JYOTIBA PHULE NAGAR (AMROHA),BACHHRAON,1017
1158,JYOTIBA PHULE NAGAR (AMROHA),CHHAJLET,1018
1159,JYOTIBA PHULE NAGAR (AMROHA),DIDAULI,1020
1160,JYOTIBA PHULE NAGAR (AMROHA),GAJRAULA,1021
1161,JYOTIBA PHULE NAGAR (AMROHA),HASANPUR,1022
1162,JYOTIBA PHULE NAGAR (AMROHA),KANTH,1023
1163,JYOTIBA PHULE NAGAR (AMROHA),MAHILA THANA,6169
1164,JYOTIBA PHULE NAGAR (AMROHA),MANDI DHANAURA,1019
1165,JYOTIBA PHULE NAGAR (AMROHA),NAUGAWAN SADAT,1024
1166,JYOTIBA PHULE NAGAR (AMROHA),RAJJABPUR,1025
1167,JYOTIBA PHULE NAGAR (AMROHA),REHRA,6170
1168,JYOTIBA PHULE NAGAR (AMROHA),SAID NAGLI,1026
1169,KANNAUJ,BISHUN GARH,1027
1170,KANNAUJ,CHHIBRAMAU,1028
1171,KANNAUJ,GURSAHAIGANJ,1029
1172,KANNAUJ,INDERGARH,1030
1173,KANNAUJ,KOTWALI KANNAUJ,1031
1174,KANNAUJ,KOTWALI KANNAUJ,6170
1175,KANNAUJ,MAHILA POLICE STATION,6169
1176,KANNAUJ,SAURIKH,1032
1177,KANNAUJ,TALGRAM,1033
1178,KANNAUJ,THATHIA,1034
1179,KANNAUJ,TIRWA,1035
1180,KANPUR DEHAT,AKBARPUR,1074
1181,KANPUR DEHAT,AMRAHAT,1075
1182,KANPUR DEHAT,BARAUR,1076
1183,KANPUR DEHAT,BHOGNIPUR,1077
1184,KANPUR DEHAT,BILHAUR,6169
1185,KANPUR DEHAT,CHAUBEPUR,1079
1186,KANPUR DEHAT,DERAPUR,1080
1187,KANPUR DEHAT,DEVRAHAT,1081
1188,KANPUR DEHAT,GAJNER,1082
1189,KANPUR DEHAT,GHATAMPUR,1083
1190,KANPUR DEHAT,KAKWAN,1084
1191,KANPUR DEHAT,MAHILA THANA,109
1192,KANPUR DEHAT,MANGALPUR,1085
1193,KANPUR DEHAT,MOOSA NAGAR,1086
1194,KANPUR DEHAT,RAJPUR,1087
1195,KANPUR DEHAT,RASULABAD,1088
1196,KANPUR DEHAT,RURA,1089
1197,KANPUR DEHAT,SAADH,6170
1198,KANPUR DEHAT,SAJETI,1090
1199,KANPUR DEHAT,SATTI,1091
1200,KANPUR DEHAT,SHIVLI,1092
1201,KANPUR DEHAT,SHIVRAJPUR,1093
1202,KANPUR DEHAT,SIKANDARA,1094
1203,KANPUR NAGAR,ANTI POWER THEFT,6170
1204,KANPUR NAGAR,ANTI-HUMAN TRAFFICKING UNIT,6171
1205,KANPUR NAGAR,ANWARGANJ,1036
1206,KANPUR NAGAR,ARMAPUR,1037
1207,KANPUR NAGAR,BABU PURWA,1038
1208,KANPUR NAGAR,BADSHAHI NAKA,1039
1209,KANPUR NAGAR,BAJARIA,1040
1210,KANPUR NAGAR,BARRA,107
1211,KANPUR NAGAR,BEKAN GANJ,1041
1212,KANPUR NAGAR,BIDHNOO,1042
1213,KANPUR NAGAR,BITHOOR,1043
1214,KANPUR NAGAR,CANTT,1044
1215,KANPUR NAGAR,CHAKERI,1045
1216,KANPUR NAGAR,CHAMAN GANJ,1046
1217,KANPUR NAGAR,CHAUBEYPUR,1047
1218,KANPUR NAGAR,COLIECTOR GANJ,1048
1219,KANPUR NAGAR,COLONOL GANJ,1049
1220,KANPUR NAGAR,FAZALGANJ,1050
1221,KANPUR NAGAR,FEELKHANA,1051
1222,KANPUR NAGAR,GOVIND NAGAR,1052
1223,KANPUR NAGAR,GRP KANPUR NAGAR,6169
1224,KANPUR NAGAR,GWALTOLI,1053
1225,KANPUR NAGAR,HARBANS MOHAL,1054
1226,KANPUR NAGAR,JUHI,1055
1227,KANPUR NAGAR,KAKADEO,1056
1228,KANPUR NAGAR,KALYANPUR,1057
1229,KANPUR NAGAR,KIDWAI NAGAR,1058
1230,KANPUR NAGAR,KOHNA,1059
1231,KANPUR NAGAR,KOTWALI,1060
1232,KANPUR NAGAR,MAHARAJPUR,1061
1233,KANPUR NAGAR,MAHILA THANA,1062
1234,KANPUR NAGAR,MOOL GANJ,1063
1235,KANPUR NAGAR,NARWAL,1064
1236,KANPUR NAGAR,NAUBASTA,1065
1237,KANPUR NAGAR,NAWABGANJ,1066
1238,KANPUR NAGAR,NAZIRABAD,1067
1239,KANPUR NAGAR,PANKI,1068
1240,KANPUR NAGAR,RAILBAZAR,1069
1241,KANPUR NAGAR,RAIPURWA,1070
1242,KANPUR NAGAR,SACHENDI,1071
1243,KANPUR NAGAR,SISAMAU,1072
1244,KANPUR NAGAR,SWARUP NAGAR,1073
1245,KASGANJ,AHRAULA,5729
1246,KASGANJ,AMAPUR,766
1247,KASGANJ,ATRAULIA,5730
1248,KASGANJ,BARDAH,5731
1249,KASGANJ,BILARIAGANJ,5732
1250,KASGANJ,DEOGAON,5733
1251,KASGANJ,DHOLNA,769
1252,KASGANJ,DIDARGANJ,5734
1253,KASGANJ,GANJDUNDDWARA,770
1254,KASGANJ,GHAMBIRPUR,5735
1255,KASGANJ,GRP KASGANJ,6169
1256,KASGANJ,JAHANGANJ,5736
1257,KASGANJ,JEANPUR,5737
1258,KASGANJ,KANDHRAPUR,5738
1259,KASGANJ,KAPTAN GANJ,5739
1260,KASGANJ,KASGANJ,774
1261,KASGANJ,KISAUND(SUNNGARHI),775
1262,KASGANJ,KOTWALI,5740
1263,KASGANJ,MAHILA THANA,6170
1264,KASGANJ,MAHRAJ GANJ,5741
1265,KASGANJ,MEHNAGAR,5742
1266,KASGANJ,MEHNAJPUR,5743
1267,KASGANJ,MUBARKPUR,5744
1268,KASGANJ,NIZAMABAD,5745
1269,KASGANJ,PATIALI,783
1270,KASGANJ,PAWAI,5746
1271,KASGANJ,PHOOL PUR,5747
1272,KASGANJ,RANI-KI-SARAI,5748
1273,KASGANJ,RAUNAPAR,5749
1274,KASGANJ,SAHAWAR,787
1275,KASGANJ,SARAIMEER,5750
1276,KASGANJ,SIDHARI,5751
1277,KASGANJ,SIKANDERPUR VAISH,790
1278,KASGANJ,SIRHPURA,791
1279,KASGANJ,SOURON,792
1280,KASGANJ,TAHABARPUR,5752
1281,KASGANJ,TARWA,5753
1282,KAUSHAMBI,CHARWA,1095
1283,KAUSHAMBI,KADA,1487
1284,KAUSHAMBI,KARARI,1096
1285,KAUSHAMBI,KAUSHAMBI,1097
1286,KAUSHAMBI,KOKHRAJ,1098
1287,KAUSHAMBI,MAHEWA GHAT,1486
1288,KAUSHAMBI,MAHILA THANA,1488
1289,KAUSHAMBI,MANJHANPUR,1099
1290,KAUSHAMBI,MOHD. PAINSA,1100
1291,KAUSHAMBI,PACHIM SARIRA,1101
1292,KAUSHAMBI,PIPARI,1102
1293,KAUSHAMBI,PURAMUFTI,1103
1294,KAUSHAMBI,SAINI,1104
1295,KAUSHAMBI,SARAI AQIL,1105
1296,KUSHI NAGAR,AHIRAULI BAZAR,5992
1297,KUSHI NAGAR,ANTI HUMAN TRAFFICKING UNIT,6170
1298,KUSHI NAGAR,BARWA PATTI,5993
1299,KUSHI NAGAR,HANUMANGANJ,5994
1300,KUSHI NAGAR,JATAHAN BAZAR,5996
1301,KUSHI NAGAR,KAPTANGANJ,5997
1302,KUSHI NAGAR,KASYA,5998
1303,KUSHI NAGAR,KHADDA,5999
1304,KUSHI NAGAR,KOTWALI HATA,5995
1305,KUSHI NAGAR,KOTWALI PADRAUNA,6000
1306,KUSHI NAGAR,KUBER STHAN,6001
1307,KUSHI NAGAR,MAHILA THANA KUSHINAGAR,6169
1308,KUSHI NAGAR,NEBUA NAURANGIA,6002
1309,KUSHI NAGAR,PATAHERWA,6003
1310,KUSHI NAGAR,RAMKOLA,6004
1311,KUSHI NAGAR,SEVRAHI,6005
1312,KUSHI NAGAR,TARYA SUJAN,6006
1313,KUSHI NAGAR,TURKA PATTI,6007
1314,KUSHI NAGAR,VISHUNPURA,6008
1315,LAKHIMPUR KHERI,BHIRA,1106
1316,LAKHIMPUR KHERI,CHANDAN CHAUKI,1107
1317,LAKHIMPUR KHERI,DHAURAHRA,1108
1318,LAKHIMPUR KHERI,GAURIFANTA,1109
1319,LAKHIMPUR KHERI,GOLA,1110
1320,LAKHIMPUR KHERI,GRP,6170
1321,LAKHIMPUR KHERI,GRP LAKHIMPUR,112
1322,LAKHIMPUR KHERI,HAIDRABAD,1111
1323,LAKHIMPUR KHERI,ISANAGAR,1112
1324,LAKHIMPUR KHERI,KHIRI,1113
1325,LAKHIMPUR KHERI,KOTWALI,1114
1326,LAKHIMPUR KHERI,MAHILA THANA,6169
1327,LAKHIMPUR KHERI,MAIGALGANJ,1115
1328,LAKHIMPUR KHERI,MAILANI,1116
1329,LAKHIMPUR KHERI,MITAULI,1117
1330,LAKHIMPUR KHERI,MOHAMMADI,1118
1331,LAKHIMPUR KHERI,NEEMGAON,1119
1332,LAKHIMPUR KHERI,NIGHASAN,1120
1333,LAKHIMPUR KHERI,PALIA,1121
1334,LAKHIMPUR KHERI,PASGAWAN,1122
1335,LAKHIMPUR KHERI,PHARDHAN,1123
1336,LAKHIMPUR KHERI,PHOOL BEHAR,1124
1337,LAKHIMPUR KHERI,SAMPURNA NAGAR,1125
1338,LAKHIMPUR KHERI,SINGAHI,1126
1339,LAKHIMPUR KHERI,TIKONIA,1127
1340,LALITPUR,BALA BEHAT,1128
1341,LALITPUR,BANPUR,1129
1342,LALITPUR,BAR,1130
1343,LALITPUR,GIRRAR,1131
1344,LALITPUR,GRP LALITPUR,6170
1345,LALITPUR,JAKHALAUN,1132
1346,LALITPUR,JAKHAURA,1133
1347,LALITPUR,KOTWALI LALITPUR,1134
1348,LALITPUR,MADANPUR,1135
1349,LALITPUR,MADAWARA,1136
1350,LALITPUR,MAHILA THANA,6169
1351,LALITPUR,MAHRAUNI,1137
1352,LALITPUR,NARAHAT,1138
1353,LALITPUR,PALI,1139
1354,LALITPUR,POORA KALAN,1140
1355,LALITPUR,SOJANA,1141
1356,LALITPUR,TAL BEHAT,1142
1357,LUCKNOW,ALAMBAGH,1143
1358,LUCKNOW,ALIGANJ,1144
1359,LUCKNOW,AMINABAD,1145
1360,LUCKNOW,ASHIYANA,1146
1361,LUCKNOW,ATS,6176
1362,LUCKNOW,BAKSI KA TALAB,1147
1363,LUCKNOW,BANTHARA,1148
1364,LUCKNOW,BAZAR KHALA,1149
1365,LUCKNOW,CANTT,1150
1366,LUCKNOW,CHINHAT,1151
1367,LUCKNOW,CHOWK,1152
1368,LUCKNOW,CYBER CRIME,6179
1369,LUCKNOW,G.R.P.,6168
1370,LUCKNOW,GAUTAMPALLI,6170
1371,LUCKNOW,GAZIPUR,1153
1372,LUCKNOW,GODAMBA,1154
1373,LUCKNOW,GOMTI NAGAR,1155
1374,LUCKNOW,GOMTI NAGAR EXTENSION,6177
1375,LUCKNOW,GOSAINGANJ,1156
1376,LUCKNOW,HASAN GANJ,1157
1377,LUCKNOW,HAZRAT GANJ,1158
1378,LUCKNOW,HUSAINGANJ,1159
1379,LUCKNOW,INDIRA NAGAR,6171
1380,LUCKNOW,ITAUNJA,1160
1381,LUCKNOW,JANKIPURAM,6169
1382,LUCKNOW,KAKORI,1161
1383,LUCKNOW,KRISHNA NAGAR,1162
1384,LUCKNOW,MAHANAGAR,1163
1385,LUCKNOW,MAHILA THANA,1164
1386,LUCKNOW,MALIHABAD,1165
1387,LUCKNOW,MALL,1166
1388,LUCKNOW,MANAK NAGAR,1167
1389,LUCKNOW,MANDION,1168
1390,LUCKNOW,MOHAN LAL GANJ,1169
1391,LUCKNOW,NAGRAM,1170
1392,LUCKNOW,NAKA HINDOLA,1171
1393,LUCKNOW,NIGOHA,1172
1394,LUCKNOW,PARA,6172
1395,LUCKNOW,PGI,6173
1396,LUCKNOW,QAISER BAGH,1173
1397,LUCKNOW,R.P.F.,6175
1398,LUCKNOW,SAADATGANJ,1174
1399,LUCKNOW,SAROJINI NAGAR,1175
1400,LUCKNOW,SUSHANT GOLF CITY,6178
1401,LUCKNOW,TAL KATORA,1176
1402,LUCKNOW,THAKUR GANJ,1177
1403,LUCKNOW,VIBHUTI KHAND,6174
1404,LUCKNOW,VIKAS NAGAR,1178
1405,LUCKNOW,WAZIRGANJ,1179
1406,MAHARAJGANJ,BARGADWA,4
1407,MAHARAJGANJ,BRIJMANGANJ,14
1408,MAHARAJGANJ,CHAWK,6
1409,MAHARAJGANJ,G.R.P. (ANAND NAGAR),17
1410,MAHARAJGANJ,GHUGHULI,11
1411,MAHARAJGANJ,KOLHUI,16
1412,MAHARAJGANJ,KOTHIBHAR,9
1413,MAHARAJGANJ,KOTWALI (SADAR),1
1414,MAHARAJGANJ,KOTWALI (SONAULI),3
1415,MAHARAJGANJ,KOTWALI (THUTHIBARI),2
1416,MAHARAJGANJ,NAUTANWA,7
1417,MAHARAJGANJ,NICHLAUL,8
1418,MAHARAJGANJ,PANIYARA,12
1419,MAHARAJGANJ,PARSA MALIK,5
1420,MAHARAJGANJ,PHARENDA,13
1421,MAHARAJGANJ,PURANDARPUR,15
1422,MAHARAJGANJ,SHYAMDEURWA,10
1423,MAHARAJGANJ,SOHGIBARWA,18
1424,MAHOBA,AJNAR,1180
1425,MAHOBA,ANTI POWER THEFT THANA MAHOBA,6171
1426,MAHOBA,CHARKHARI,1181
1427,MAHOBA,G.R.P. MAHOBA,6170
1428,MAHOBA,KABRAI,1182
1429,MAHOBA,KHANNA,118
1430,MAHOBA,KHARELA,1183
1431,MAHOBA,KULPAHAR,1184
1432,MAHOBA,MAHILA THANA,6172
1433,MAHOBA,MAHOBA,1185
1434,MAHOBA,MAHOBAKANTH,1186
1435,MAHOBA,PANWARI,1187
1436,MAHOBA,SRINAGAR,1188
1437,MAHOBA,THANA KHANNA,6169
1438,MAINPURI,ALLAU,1189
1439,MAINPURI,ANTI POWER THEFT THANA MAINPURI,6169
1440,MAINPURI,BARNAHAL,1190
1441,MAINPURI,BEWAR,1191
1442,MAINPURI,BHOGAON,1192
1443,MAINPURI,DANNAHAR,1193
1444,MAINPURI,GHIROR,1194
1445,MAINPURI,KARHAL,1195
1446,MAINPURI,KISHNI,1196
1447,MAINPURI,KOTWALI,1197
1448,MAINPURI,KURAOLI,1198
1449,MAINPURI,KURRAH,1199
1450,MAINPURI,ONCHA,1200
1451,MAINPURI,VICHAWAN,1201
1452,MATHURA,BALDEO,1202
1453,MATHURA,BARSANA,1203
1454,MATHURA,CHHATA,1204
1455,MATHURA,FARAH,1205
1456,MATHURA,GOVARDHAN,1206
1457,MATHURA,GOVIND NAGAR,1207
1458,MATHURA,GRP,1486
1459,MATHURA,KOSI,1208
1460,MATHURA,KOTWALI,1209
1461,MATHURA,MAHAVAN,1488
1462,MATHURA,MAHILA THANA,122
1463,MATHURA,MANTH,1210
1464,MATHURA,MOGARRAH,1211
1465,MATHURA,NARHAULI (HIGHWAY),1212
1466,MATHURA,NAUJHIL,1213
1467,MATHURA,RAYA,1214
1468,MATHURA,REFINERY,1215
1469,MATHURA,RPF,1487
1470,MATHURA,SADABAD,1216
1471,MATHURA,SADAR BAZAR,1217
1472,MATHURA,SAHPAU,1218
1473,MATHURA,SHERGARH,1219
1474,MATHURA,SURIR,1220
1475,MATHURA,TELSHODHKARKHANA,1221
1476,MATHURA,VRINDAVAN,1222
1477,MATHURA,YAMUNAPAR,1223
1478,MAU,BADLAPUR,5965
1479,MAU,BAKSA,5966
1480,MAU,BARSATHI,5967
1481,MAU,CHANDAWAK,5968
1482,MAU,CHIRAIYAKOT,6026
1483,MAU,DAKSHINTOLA,6027
1484,MAU,DOHARIGHAT,6028
1485,MAU,G.R.P. MAU,6169
1486,MAU,GAURA BADSHAHPUR,5969
1487,MAU,GHOSI,6029
1488,MAU,HALDHARPUR,6030
1489,MAU,JALALPUR,5970
1490,MAU,KERAKAT,5971
1491,MAU,KHETA SARAI,5972
1492,MAU,KHUTHAN,5973
1493,MAU,KOPA GANJ,6031
1494,MAU,KOTWALI,5974
1495,MAU,KOTWALI MAU,6032
1496,MAU,LINE BAZAR,5975
1497,MAU,MACHHALI SHAHAR,5976
1498,MAU,MADHUBAN,6033
1499,MAU,MAHARAJ GANJ,5977
1500,MAU,MAHILA THANA,6170
1501,MAU,MARIYAHUN,5978
1502,MAU,MEERGANJ,5979
1503,MAU,MOHAMMADABAD,6034
1504,MAU,MUGRA BADSHAHPUR,5980
1505,MAU,NEWARIA,5981
1506,MAU,PAWARA,5982
1507,MAU,RAMPUR,6171
1508,MAU,RAMPUR,5983
1509,MAU,RANIPUR,6035
1510,MAU,SARAI KHWAJA,5984
1511,MAU,SARAI LAKHANSI,6036
1512,MAU,SARPATAHA,5985
1513,MAU,SHAHGANJ,5986
1514,MAU,SIGRA MAU,5987
1515,MAU,SIKRARA,5988
1516,MAU,SUJANGANJ,5989
1517,MAU,SURERI,5990
1518,MAU,ZAFRABAD,5991
1519,MEERUT,AHTU,1488
1520,MEERUT,AMINAGAR SARAI,1224
1521,MEERUT,BAHSUMA,1225
1522,MEERUT,BALAINI,1226
1523,MEERUT,BARAUT,1227
1524,MEERUT,BHAWANPUR,1228
1525,MEERUT,BINAULI,1229
1526,MEERUT,BRAHAMPURI,1230
1527,MEERUT,CHANDI NAGAR,1232
1528,MEERUT,CHHAPRAULI,1233
1529,MEERUT,CIVIL LINES,1234
1530,MEERUT,DAURALA,1235
1531,MEERUT,DAURALA,1487
1532,MEERUT,DELHI GATE,1236
1533,MEERUT,DOGHAT,1237
1534,MEERUT,FALAWDA,1238
1535,MEERUT,G.R.P,148
1536,MEERUT,GANGANAGAR,151
1537,MEERUT,HASTINAPUR,1239
1538,MEERUT,INCHAULI,1240
1539,MEERUT,JANI,1241
1540,MEERUT,KANKER KHERA,1242
1541,MEERUT,KHARKHAUDA,1243
1542,MEERUT,KHEKRA,1244
1543,MEERUT,KITHORE,1245
1544,MEERUT,KOTWALI,1246
1545,MEERUT,LAL KURTI,1247
1546,MEERUT,LISARIGATE,1248
1547,MEERUT,MAHILA THANA,1249
1548,MEERUT,MAWANA,1250
1549,MEERUT,MEDICAL,1251
1550,MEERUT,MUNDALI,1252
1551,MEERUT,NAUCHANDI,1253
1552,MEERUT,PALLAVPURAM,152
1553,MEERUT,PARIKSHATGARH,1254
1554,MEERUT,PARTAPUR,1255
1555,MEERUT,R.P.F.,126
1556,MEERUT,RAILWAY ROAD,1256
1557,MEERUT,RAMALA,1257
1558,MEERUT,ROHTA,1486
1559,MEERUT,SADAR BAZAR,1258
1560,MEERUT,SARDHANA,1259
1561,MEERUT,SAROORPUR,1260
1562,MEERUT,TRANSPORT NAGAR,1261
1563,MIRZAPUR,A.R.T.O. CHALAN,18
1564,MIRZAPUR,ADALHAT,8
1565,MIRZAPUR,AHRAURA,10
1566,MIRZAPUR,CHILLH,6
1567,MIRZAPUR,CHUNAR,9
1568,MIRZAPUR,G.R.P,15
1569,MIRZAPUR,HALIA,12
1570,MIRZAPUR,JAMALPUR,14
1571,MIRZAPUR,JIGINA,4
1572,MIRZAPUR,KACHHWA,7
1573,MIRZAPUR,KATRA,3
1574,MIRZAPUR,KOTWALI CITY,1
1575,MIRZAPUR,KOTWALI DEHAT,2
1576,MIRZAPUR,LAL GANJ,11
1577,MIRZAPUR,MADIHAN,13
1578,MIRZAPUR,MAHILA THANA,17
1579,MIRZAPUR,PANDRI,19
1580,MIRZAPUR,T.P.LINE,16
1581,MIRZAPUR,VINDHYACHAL,5
1582,MORADABAD,ADAMPUR,1262
1583,MORADABAD,AMROHA,1263
1584,MORADABAD,AMROHA DEHAT,1264
1585,MORADABAD,ANTI POWER THEFT THANA MORADABAD,6177
1586,MORADABAD,ASMOLI,1265
1587,MORADABAD,BACHHRAYUN,1266
1588,MORADABAD,BAHJOI,1267
1589,MORADABAD,BANIATHER,1268
1590,MORADABAD,BHAGATPUR,1269
1591,MORADABAD,BHOJPUR,1270
1592,MORADABAD,BILARI,1271
1593,MORADABAD,CHAJLET,1272
1594,MORADABAD,CHANDAUSI,1273
1595,MORADABAD,CIVIL LINES,1274
