S.No.,District Name,Police Station Name,Code
1596,MORADABAD,CYBER CRIME P.S MORADABAD,6178
1597,MORADABAD,DHANAURA MANDI,1275
1598,MORADABAD,DIDAULI,1276
1599,MORADABAD,DILARI,1277
1600,MORADABAD,FATEHGARH KURH,1278
1601,MORADABAD,GAJRAULA,1279
1602,MORADABAD,GOLSHAHID,1280
1603,MORADABAD,GRP MORADABAD,130
1604,MORADABAD,GUNNAUR,6170
1605,MORADABAD,HASANPUR,1281
1606,MORADABAD,HAYAT NAGAR,1282
1607,MORADABAD,HAZRAT NAGAR GARHI,1283
1608,MORADABAD,KANTH,1284
1609,MORADABAD,KATGHAR,1285
1610,MORADABAD,KOTWALI,1286
1611,MORADABAD,KUNDARKI,1287
1612,MORADABAD,MAHILA THANA,1288
1613,MORADABAD,MAINATHER,1289
1614,MORADABAD,MAJHAULA,1290
1615,MORADABAD,MOGHALPURA,1291
1616,MORADABAD,MOONDHA PANDEY,1292
1617,MORADABAD,NAGPHANI,1293
1618,MORADABAD,NAKHASA,1294
1619,MORADABAD,NAUGAWAN SADAT,1295
1620,MORADABAD,PAKVARA,1296
1621,MORADABAD,R.P.F. CHANDAUSI,6171
1622,MORADABAD,R.P.F. GAJRAULA,6173
1623,MORADABAD,R.P.F. HAPUR,6174
1624,MORADABAD,R.P.F. MORADABAD,6176
1625,MORADABAD,R.P.F. RAMPUR,6172
1626,MORADABAD,R.P.F. RURKI,6175
1627,MORADABAD,RAJJABPUR,1297
1628,MORADABAD,RPF RAMPUR,6169
1629,MORADABAD,SAIDNAGLI,1298
1630,MORADABAD,SAMBHAL,1299
1631,MORADABAD,SONAKPUR,6179
1632,MORADABAD,THAKURDWARA,1300
1633,MUZAFFARNAGAR,ADARSH MANDI SHAMLI,1301
1634,MUZAFFARNAGAR,BABRI,1302
1635,MUZAFFARNAGAR,BHAWAN,1303
1636,MUZAFFARNAGAR,BHOPA,1304
1637,MUZAFFARNAGAR,BHORAN KALAN,1305
1638,MUZAFFARNAGAR,BUDHANA,1306
1639,MUZAFFARNAGAR,CHARTHAWAL,1307
1640,MUZAFFARNAGAR,CHHAPAR,1308
1641,MUZAFFARNAGAR,CIVIL LINES,1309
1642,MUZAFFARNAGAR,G.R.P. MUZAFFARNAGAR,6169
1643,MUZAFFARNAGAR,GARHI PUKHTA,1310
1644,MUZAFFARNAGAR,JANSATH,1311
1645,MUZAFFARNAGAR,JHINJHANA,1312
1646,MUZAFFARNAGAR,KAIRANA,1313
1647,MUZAFFARNAGAR,KAKRAULI,1314
1648,MUZAFFARNAGAR,KANDHLA,1315
1649,MUZAFFARNAGAR,KHATAULI,1316
1650,MUZAFFARNAGAR,KOTWALI NAGAR,1317
1651,MUZAFFARNAGAR,MAHILA THANA,132
1652,MUZAFFARNAGAR,MANSOOR PUR,1318
1653,MUZAFFARNAGAR,MIRAPUR,1319
1654,MUZAFFARNAGAR,NAI MANDI,1320
1655,MUZAFFARNAGAR,PHUGANA,1321
1656,MUZAFFARNAGAR,PURKAJI,1322
1657,MUZAFFARNAGAR,RAMRAJ,1323
1658,MUZAFFARNAGAR,RATAN PURI,1324
1659,MUZAFFARNAGAR,SHAHAPUR,1325
1660,MUZAFFARNAGAR,SHAMLI,1326
1661,MUZAFFARNAGAR,SIKHERA,1327
1662,MUZAFFARNAGAR,TITAVI,1328
1663,PILIBHIT,AMARIA,1329
1664,PILIBHIT,ANTI POWER THEFT,6174
1665,PILIBHIT,ANTI-HUMAN TRAFFICKING UNIT,6175
1666,PILIBHIT,BARAHI FOREST RANGE,6173
1667,PILIBHIT,BARKHERA,1330
1668,PILIBHIT,BILSANDA,1331
1669,PILIBHIT,BISALPUR,1332
1670,PILIBHIT,CIRCLE-I,134
1671,PILIBHIT,DIYORIYAKALAN,1333
1672,PILIBHIT,G.R.P.,6170
1673,PILIBHIT,GAJRAULA,1334
1674,PILIBHIT,HAZARA,1335
1675,PILIBHIT,JAHANABAD,1336
1676,PILIBHIT,KOTWALI,1337
1677,PILIBHIT,MADHOTANDA,1338
1678,PILIBHIT,MAHILA THANA,6156
1679,PILIBHIT,MAHOF FOREST RANGE,6172
1680,PILIBHIT,MALA FOREST RANGE,6171
1681,PILIBHIT,NEORIA,1339
1682,PILIBHIT,PURAKALANDAR,846
1683,PILIBHIT,PURANPUR,1340
1684,PILIBHIT,SEHRAMAU NORTH,6169
1685,PILIBHIT,SUNGARHI,1341
1686,PRATAPGARH,ANTOO,1342
1687,PRATAPGARH,ASPUR DEOSARA,1343
1688,PRATAPGARH,BAGHRAI,1344
1689,PRATAPGARH,DILEEPPUR,1488
1690,PRATAPGARH,FATANPUR,1345
1691,PRATAPGARH,G.R.P.,136
1692,PRATAPGARH,HATHGWAN,1346
1693,PRATAPGARH,JATHWARA,1347
1694,PRATAPGARH,KANDHAI,1348
1695,PRATAPGARH,KONHDAUR,1349
1696,PRATAPGARH,KOTWALI CITY,1350
1697,PRATAPGARH,KUNDA,1351
1698,PRATAPGARH,LALGANJ,1352
1699,PRATAPGARH,LEELAPUR,1487
1700,PRATAPGARH,MAHESHGANJ,1353
1701,PRATAPGARH,MAHILA THANA,1486
1702,PRATAPGARH,MANDHATA,1354
1703,PRATAPGARH,MANIKPUR,1355
1704,PRATAPGARH,NAWABGANJ,1356
1705,PRATAPGARH,PATTI,1357
1706,PRATAPGARH,RANIGANJ,1358
1707,PRATAPGARH,SANGIPUR,1359
1708,PRATAPGARH,SANGRAMGARH,1360
1709,PRATAPGARH,UDAIPUR,1361
1710,RAE BARELI,ANTI POWER THEFT THANA RAE BARELI,6169
1711,RAE BARELI,BACHHRAWAN,1362
1712,RAE BARELI,BHADOKHAR,1363
1713,RAE BARELI,DALMAU,1364
1714,RAE BARELI,DEEH,1365
1715,RAE BARELI,FURSHAT GANJ,1366
1716,RAE BARELI,GADAGANJ,1367
1717,RAE BARELI,GURBUXGANJ,1368
1718,RAE BARELI,HARCHANDPUR,1369
1719,RAE BARELI,INDUSTRIAL AREA,1370
1720,RAE BARELI,JAGATPUR,1371
1721,RAE BARELI,JAIS,1372
1722,RAE BARELI,KHIRON,1373
1723,RAE BARELI,KOTWALI,1374
1724,RAE BARELI,LALGANJ,1375
1725,RAE BARELI,MAHARAJGANJ,1376
1726,RAE BARELI,MOHANGANJ,1377
1727,RAE BARELI,NASIRABAD,1378
1728,RAE BARELI,SALON,1379
1729,RAE BARELI,SARENI,1380
1730,RAE BARELI,SHEO GARH,1381
1731,RAE BARELI,SHEORATANGANJ,1382
1732,RAE BARELI,UNCHAHAR,1383
1733,SAHARANPUR,BARGAON,1399
1734,SAHARANPUR,BEHARIGARH,1400
1735,SAHARANPUR,BEHAT,1401
1736,SAHARANPUR,CHILKANA,1402
1737,SAHARANPUR,DEOBAND,1403
1738,SAHARANPUR,FATEHPUR,1404
1739,SAHARANPUR,GAGAL HERI,1405
1740,SAHARANPUR,GANGOH,1406
1741,SAHARANPUR,GRP,1486
1742,SAHARANPUR,JANAK PURI,1407
1743,SAHARANPUR,KOTWALI DEHAT,1408
1744,SAHARANPUR,KOTWALI NAGAR,1409
1745,SAHARANPUR,KUTUBSHER,1410
1746,SAHARANPUR,MAHILA THANA,1487
1747,SAHARANPUR,MANDI,1411
1748,SAHARANPUR,MIRZAPUR,1412
1749,SAHARANPUR,NAGAL,1413
1750,SAHARANPUR,NAKUR,1414
1751,SAHARANPUR,NANOTA,1415
1752,SAHARANPUR,RAILAWAY POLICE FORCE,142
1753,SAHARANPUR,RAMPUR,1416
1754,SAHARANPUR,SADAR BAZAR,1417
1755,SAHARANPUR,SARSAWA,1418
1756,SAHARANPUR,TEETRION,1419
1757,SAHARANPUR,TRAFFIC POLICE,1488
1758,SAMBHAL,ANTI POWER THEFT SAMBHAL,1488
1759,SAMBHAL,ASMOLI,1265
1760,SAMBHAL,ASMOLI,1489
1761,SAMBHAL,BAHJOI,1267
1762,SAMBHAL,BAHJOI,1490
1763,SAMBHAL,BANIATHER,1268
1764,SAMBHAL,BANIATHER,1491
1765,SAMBHAL,CHANDAUSI,1492
1766,SAMBHAL,CHANDAUSI,1273
1767,SAMBHAL,DHANARI,597
1768,SAMBHAL,DHANARI,1493
1769,SAMBHAL,FATEHGARH KURH,1494
1770,SAMBHAL,FATEHGARH KURH,1278
1771,SAMBHAL,GUNNAUR,599
1772,SAMBHAL,GUNNAUR,1495
1773,SAMBHAL,HAJRAT NAGAR GARHI,1501
1774,SAMBHAL,HAYAT NAGAR,1496
1775,SAMBHAL,HAYAT NAGAR,1282
1776,SAMBHAL,MAHILA THANA,1497
1777,SAMBHAL,NAKHASA,1498
1778,SAMBHAL,NARVASA,1294
1779,SAMBHAL,RAJAPURA,649
1780,SAMBHAL,RAJPURA,1499
1781,SAMBHAL,SAMBHAL,1299
1782,SAMBHAL,SAMBHAL,1500
1783,SHAHJAHANPUR,KATRA,1427
1784,SHAHJAHANPUR,SINDHAULI,1441
1785,SHAHJAHANPUR,KHUTAR,1429
1786,SHAHJAHANPUR,BANDA,1421
1787,SHAHJAHANPUR,MAHILA THANA,1487
1788,SHAHJAHANPUR,PARAUR,1434
1789,SHAHJAHANPUR,ALLAHGANJ,1420
1790,SHAHJAHANPUR,SADAR BAZAR,1440
1791,SHAHJAHANPUR,KANTH,1426
1792,SHAHJAHANPUR,KHUDAGANJ,1428
1793,SHAHJAHANPUR,GARHIYA RANGEEN,1422
1794,SHAHJAHANPUR,POWAYAN,1435
1795,SHAHJAHANPUR,S M NORTH,1438
1796,SHAHJAHANPUR,MADANPURA,1431
1797,SHAHJAHANPUR,JALALABAD,1424
1798,SHAHJAHANPUR,TILHAR,1442
1799,SHAHJAHANPUR,KALAN,1425
1800,SHAHJAHANPUR,LADIES POLICE STATION,144
1801,SHAHJAHANPUR,ROJA,1437
1802,SHAHJAHANPUR,NIGOHI,1433
1803,SHAHJAHANPUR,JAITIPUR,1423
1804,SHAHJAHANPUR,KOTWALI,1430
1805,SHAHJAHANPUR,MIRZAPUR,1432
1806,SHAHJAHANPUR,RAMCHANDRA MISSON,1436
1807,SHAHJAHANPUR,G.R.P.,1486
1808,SHAHJAHANPUR,S M SOUTH,1439
1809,SHAMLI,BABARI,1302
1810,SHAMLI,R.P.F SHAMLI,1488
1811,SHAMLI,GARHI PUKHTA,1310
1812,SHAMLI,GRP SHAMLI,1489
1813,SHAMLI,JHINJHANA,1312
1814,SHAMLI,KANDHLA,1315
1815,SHAMLI,MAHILA THANA SHAMLI,1490
1816,SHAMLI,SHAMLI,1326
1817,SHAMLI,KAIRANA,1313
1818,SHAMLI,BHAWAN,1303
1819,SHAMLI,ADARSH MANDI SHAMLI,1301
1820,SHRAVASTI,ANTI POWER THEFT THANA SHRAVASTI,6135
1821,SHRAVASTI,MAHILA THANA,6134
1822,SHRAVASTI,MALHIPUR,3
1823,SHRAVASTI,BHINGA RANGE,7
1824,SHRAVASTI,CHARDA RANGE,12
1825,SHRAVASTI,DARGAH SHARIF,14
1826,SHRAVASTI,EAST SOHELVA RANGE,8
1827,SHRAVASTI,BHINGA,1
1828,SHRAVASTI,NAVIN MODERN POLICE THANA,6137
1829,SHRAVASTI,HARIDATT NAGAR GRINT RANGE,13
1830,SHRAVASTI,KAKARDARI RANGE,10
1831,SHRAVASTI,SIRSIYA,2
1832,SHRAVASTI,GILAULA,4
1833,SHRAVASTI,NAWABGANJ,16
1834,SHRAVASTI,RISIYA,15
1835,SHRAVASTI,SHRAVASTI RANGE,11
1836,SHRAVASTI,WEST SOHELWA RANGE,9
1837,SHRAVASTI,SONVA,6
1838,SHRAVASTI,ANTI-HUMAN TRAFFICKING UNIT BHINGA,6136
1839,SHRAVASTI,IKAUNA,5
1840,SIDDHARTHNAGAR,A.R.T.O. SIDDHARTHNAGAR,22
1841,SIDDHARTHNAGAR,ANTI HUMAN TRAFFICKING UNIT,1490
1842,SIDDHARTHNAGAR,ANTI POWER THEFT THANA SIDDHARTHNAGAR,1487
1843,SIDDHARTHNAGAR,BANSI,9
1844,SIDDHARTHNAGAR,BHAWANIGANJ,13
1845,SIDDHARTHNAGAR,CHILHIYA,5
1846,SIDDHARTHNAGAR,DHARAMSINGHWA,12
1847,SIDDHARTHNAGAR,DHBBARUA,7
1848,SIDDHARTHNAGAR,DOMARIAGANJ,11
1849,SIDDHARTHNAGAR,G.R.P.,20
1850,SIDDHARTHNAGAR,GOLHAURA,18
1851,SIDDHARTHNAGAR,ITWA,8
1852,SIDDHARTHNAGAR,JOGIA UDAIPUR,10
1853,SIDDHARTHNAGAR,KAPILVASTU(ALIGARHWAH),4
1854,SIDDHARTHNAGAR,KATHELA SAMAY MATA,1489
1855,SIDDHARTHNAGAR,KHBSHARAHA,15
1856,SIDDHARTHNAGAR,L.C.S. BARHANI,21
1857,SIDDHARTHNAGAR,LOTAN,3
1858,SIDDHARTHNAGAR,MAHILA THANA,1486
1859,SIDDHARTHNAGAR,MISHRAULIA,14
1860,SIDDHARTHNAGAR,MOHANA,19
1861,SIDDHARTHNAGAR,PATHARA BAZAR,16
1862,SIDDHARTHNAGAR,SHIVNAGAR DIDAI,1488
1863,SIDDHARTHNAGAR,SHOHRATGARH,6
1864,SIDDHARTHNAGAR,SIDDHARTHNAGAR,1
1865,SIDDHARTHNAGAR,TRILOKPUR,17
1866,SIDDHARTHNAGAR,USKA BAZAR,2
1867,SITAPUR,ANTI POWER THEFT THANA SITAPUR,1487
1868,SITAPUR,ANTI-HUMAN TRAFFICKING UNIT,1486
1869,SITAPUR,ATARIA,1443
1870,SITAPUR,BISWAN,1444
1871,SITAPUR,G.R.P. SITAPUR,146
1872,SITAPUR,HARGAON,1445
1873,SITAPUR,IMALIA SULTANPUR,1446
1874,SITAPUR,KAMLAPUR,1447
1875,SITAPUR,KHAIRABAD,1448
1876,SITAPUR,KOTWALI,1449
1877,SITAPUR,KOTWALI DEHAT,1488
1878,SITAPUR,LAHARPUR,1450
1879,SITAPUR,MACHREHTA,1451
1880,SITAPUR,MAHILA THANA,1490
1881,SITAPUR,MAHMUDABAD,1452
1882,SITAPUR,MAHOLI,1453
1883,SITAPUR,MANPUR,1454
1884,SITAPUR,MISHRIT,1455
1885,SITAPUR,NAIMISHARANYA,1489
1886,SITAPUR,PISAWAN,1456
1887,SITAPUR,RAMKOT,1457
1888,SITAPUR,RAMPUR KALAN,1458
1889,SITAPUR,RAMPUR MATHURA,1459
1890,SITAPUR,RAUSA,1460
1891,SITAPUR,SADARPUR,1461
1892,SITAPUR,SAKRAN,1462
1893,SITAPUR,SANDHANA,1463
1894,SITAPUR,SIDHAULI,1464
1895,SITAPUR,TALGAON,1465
1896,SITAPUR,TAMBAUR,1466
1897,SITAPUR,THANGAON,1467
1898,SANT KABIR NAGAR,ANTI POWER THEFT THANA SANT KABIR NAGAR,1487
1899,SANT KABIR NAGAR,BAKHIRA,2
1900,SANT KABIR NAGAR,BELHARKALA,1486
1901,SANT KABIR NAGAR,DHANGHATA,7
1902,SANT KABIR NAGAR,DHARMSINGHWA,4
1903,SANT KABIR NAGAR,DUDHARA,3
1904,SANT KABIR NAGAR,KHALILABAD,1
1905,SANT KABIR NAGAR,MAHILA THANA SKN,148
1906,SANT KABIR NAGAR,MAHULI,5
1907,SANT KABIR NAGAR,MENHDAWAL,6
1908,SONBHADRA,A.R.T.O.,22
1909,SONBHADRA,ANPARA,9
1910,SONBHADRA,ANTI POWER THEFT,1487
1911,SONBHADRA,BABHANI,10
1912,SONBHADRA,BEEJPUR,15
1913,SONBHADRA,CHOPAN,2
1914,SONBHADRA,DUDHI,4
1915,SONBHADRA,GHORAWAL,12
1916,SONBHADRA,HATHINALA,18
1917,SONBHADRA,JUGAIL,21
1918,SONBHADRA,KARMA,11
1919,SONBHADRA,KON,7
1920,SONBHADRA,MAHILA THANA ROBERTSGANJ,1486
1921,SONBHADRA,MANCHI,13
1922,SONBHADRA,MYORPUR,20
1923,SONBHADRA,OBRA,5
1924,SONBHADRA,PANNUGANJ,3
1925,SONBHADRA,PIPARI,6
1926,SONBHADRA,RAIPUR,14
1927,SONBHADRA,RAMPURBARKONIYA,19
1928,SONBHADRA,ROBERTSGANJ,1
1929,SONBHADRA,SHAHGANJ,17
1930,SONBHADRA,SHAKTINAGAR,8
1931,SONBHADRA,T.I.,23
1932,SONBHADRA,WYNDHAMGANJ,16
1933,SULTANPUR,AKHAND NAGAR,4
1934,SULTANPUR,BALDI RAI,10
1935,SULTANPUR,BANDHUAKALAN,6171
1936,SULTANPUR,BAZAR SHUKUL,24
1937,SULTANPUR,CHANDA,1
1938,SULTANPUR,DHAMMAUR,19
1939,SULTANPUR,DHANPATGANJ,6172
1940,SULTANPUR,DSOTPUR,5
1941,SULTANPUR,GAURI GANG,20
1942,SULTANPUR,GOSAIGANG,7
1943,SULTANPUR,GRP SULTANPUR,6169
1944,SULTANPUR,HALIA PUR,12
1945,SULTANPUR,JAGDISH PUR,23
1946,SULTANPUR,JAISINGHPUR,8
1947,SULTANPUR,JAMO,27
1948,SULTANPUR,KAMRAULI,22
1949,SULTANPUR,KAROUNDI KALA,13
1950,SULTANPUR,KOTWALI AMETHI,17
1951,SULTANPUR,KOTWALI DEHAT,14
1952,SULTANPUR,KOTWALI KADIPUR,2
1953,SULTANPUR,KOTWALI LAMBHUA,3
1954,SULTANPUR,KOTWALI MUSAFIRKHANA,21
1955,SULTANPUR,KOTWALI NAGAR,25
1956,SULTANPUR,KUREBHAR,9
1957,SULTANPUR,KURWAR,11
1958,SULTANPUR,MAHILA THANA SULTANPUR,26
1959,SULTANPUR,MOTIGARPUR,6
1960,SULTANPUR,MUNSI GANG,18
1961,SULTANPUR,PIPER PUR,15
1962,SULTANPUR,RAMGANJ,6170
1963,SULTANPUR,SANGRAMPUR,16
1964,UNNAO,ACHALGANJ,1468
1965,UNNAO,AJGAIN,1469
1966,UNNAO,ASIWAN,1470
1967,UNNAO,ASOHA,1471
1968,UNNAO,AURAS,1472
1969,UNNAO,BANGERMAU,1473
1970,UNNAO,BARASAGWAR,1474
1971,UNNAO,BEHATA MUJAVAR,1487
1972,UNNAO,BIGHAPUR,1475
1973,UNNAO,BIHAR,1476
1974,UNNAO,DAHI,148
1975,UNNAO,FATEHPUR CHAURASI,1477
1976,UNNAO,G R P UNNAO,1488
1977,UNNAO,GANGAGHAT,1478
1978,UNNAO,HASANGANJ,1479
1979,UNNAO,KOTWALI,1480
1980,UNNAO,KOTWALI,470
1981,UNNAO,MAHILA THANA,1486
1982,UNNAO,MAKHI,1481
1983,UNNAO,MAURAWAN,1482
1984,UNNAO,PURWA,1483
1985,UNNAO,SAFIPUR,1484
1986,UNNAO,SOHRA MAU,1485
1987,VARANASI,A.H.T.U.,27
1988,VARANASI,ADAMPUR,15
1989,VARANASI,BARAGAON,22
1990,VARANASI,BHELUPUR,19
1991,VARANASI,CANTT.,13
1992,VARANASI,CHAUBEYPUR,18
1993,VARANASI,CHETGANJ,1
1994,VARANASI,CHOLAPUR,7
1995,VARANASI,CHOWK,6
1996,VARANASI,CYBER CRIME THANA,6173
1997,VARANASI,DASASWAMEDH,9
1998,VARANASI,GRP CANTT.,26
1999,VARANASI,JAITPURA,12
2000,VARANASI,JANSA,25
2001,VARANASI,KAPSETHI,10
2002,VARANASI,KOTWALI,14
2003,VARANASI,LALPUR PANDEYPUR,6172
2004,VARANASI,LANKA,3
2005,VARANASI,LOHTA,5
2006,VARANASI,LUXA,21
2007,VARANASI,MAHILA THANA,24
2008,VARANASI,MANDUADIH,2
2009,VARANASI,MIRZAMURAD,17
2010,VARANASI,PARYATAK,6170
2011,VARANASI,PHOOLPUR,11
2012,VARANASI,R.P.F.,6169
2013,VARANASI,RAMNAGAR,8
2014,VARANASI,ROHANIA,4
2015,VARANASI,SARNATH,23
2016,VARANASI,SHIVPUR,20
2017,VARANASI,SIGRA,16
2018,VARANASI,SINDHAURA,6171
